team1,team2,league,num_games,num_won,win_ratio
Fulham,Swansea,England,1,0,0
Fulham,Tottenham,England,2,0,0
Fulham,West Brom,England,1,0,0
Fulham,West Ham,England,1,1,1
Genoa,AC Milan,Italy,4,1,0.25
Genoa,AS Roma,Italy,4,1,0.25
Genoa,Atalanta,Italy,5,1,0.2
Genoa,Bologna,Italy,2,1,0.5
Genoa,Cagliari,Italy,7,2,0.285714285714286
Genoa,Carpi,Italy,2,0,0
Genoa,Catania,Italy,2,0,0
Genoa,Cesena,Italy,2,1,0.5
Genoa,Chievo Verona,Italy,6,3,0.5
Genoa,Crotone,Italy,2,1,0.5
Genoa,Empoli,Italy,2,0,0
Genoa,Fiorentina,Italy,5,0,0
Genoa,Frosinone,Italy,1,0,0
Genoa,Hellas Verona,Italy,3,1,0.333333333333333
Genoa,Internazionale,Italy,4,1,0.25
Genoa,Juventus,Italy,4,1,0.25
Genoa,Lazio,Italy,4,3,0.75
Genoa,Lecce,Italy,1,0,0
Genoa,Napoli,Italy,7,1,0.142857142857143
Genoa,Novara,Italy,1,0,0
Genoa,Palermo,Italy,5,0,0
Genoa,Parma,Italy,5,1,0.2
Genoa,Sampdoria,Italy,5,0,0
Genoa,Sassuolo,Italy,4,1,0.25
Genoa,Siena,Italy,2,0,0
Genoa,Torino,Italy,7,2,0.285714285714286
Genoa,Udinese,Italy,7,3,0.428571428571429
Genoa,US Pescara,Italy,2,1,0.5
Getafe,Almeria,Spain,1,0,0
Getafe,Athletic Bilbao,Spain,2,1,0.5
Getafe,Atletico Madrid,Spain,1,1,1
Getafe,Barcelona,Spain,4,0,0
Getafe,Celta Vigo,Spain,5,2,0.4
Getafe,Cordoba,Spain,2,1,0.5
Getafe,Deportivo La Coruna,Spain,4,3,0.75
Getafe,Eibar,Spain,4,0,0
Getafe,Elche,Spain,1,0,0
Getafe,Espanyol,Spain,3,2,0.666666666666667
Getafe,Granada,Spain,6,0,0
Getafe,Levante,Spain,2,0,0
Getafe,Malaga,Spain,4,0,0
Getafe,Mallorca,Spain,3,2,0.666666666666667
Getafe,Osasuna,Spain,3,1,0.333333333333333
Getafe,Racing Santander,Spain,2,1,0.5
Getafe,Rayo Vallecano,Spain,5,1,0.2
Getafe,Real Betis,Spain,3,1,0.333333333333333
Getafe,Real Madrid,Spain,6,1,0.166666666666667
Getafe,Real Sociedad,Spain,6,3,0.5
Getafe,Real Valladolid,Spain,2,1,0.5
Getafe,Real Zaragoza,Spain,1,0,0
Getafe,Sevilla,Spain,5,2,0.4
Getafe,Sporting Gijon,Spain,3,1,0.333333333333333
Getafe,Valencia,Spain,5,1,0.2
Getafe,Villarreal,Spain,1,0,0
GFC Ajaccio,AS Monaco,France,1,0,0
GFC Ajaccio,Bastia,France,2,2,1
GFC Ajaccio,Bordeaux,France,1,0,0
GFC Ajaccio,Guingamp,France,1,0,0
GFC Ajaccio,Lille,France,1,0,0
GFC Ajaccio,Lorient,France,1,0,0
GFC Ajaccio,Lyon,France,2,1,0.5
GFC Ajaccio,Marseille,France,2,0,0
GFC Ajaccio,Nantes,France,2,0,0
GFC Ajaccio,Nice,France,1,1,1
GFC Ajaccio,Stade de Reims,France,2,1,0.5
GFC Ajaccio,Stade Rennes,France,1,0,0
GFC Ajaccio,Toulouse,France,2,0,0
GFC Ajaccio,Troyes,France,1,0,0
Granada,Alaves,Spain,1,0,0
Granada,Athletic Bilbao,Spain,4,0,0
Granada,Atletico Madrid,Spain,2,0,0
Granada,Barcelona,Spain,3,0,0
Granada,Celta Vigo,Spain,7,1,0.142857142857143
Granada,Deportivo La Coruna,Spain,5,1,0.2
Granada,Eibar,Spain,4,0,0
Granada,Elche,Spain,1,0,0
Granada,Espanyol,Spain,6,1,0.166666666666667
Granada,Getafe,Spain,6,3,0.5
Granada,Las Palmas,Spain,3,1,0.333333333333333
Granada,Levante,Spain,6,2,0.333333333333333
Granada,Malaga,Spain,6,2,0.333333333333333
Granada,Mallorca,Spain,3,1,0.333333333333333
Granada,Osasuna,Spain,4,2,0.5
Granada,Rayo Vallecano,Spain,4,0,0
Granada,Real Betis,Spain,5,2,0.4
Granada,Real Madrid,Spain,3,0,0
Granada,Real Sociedad,Spain,5,1,0.2
Granada,Real Valladolid,Spain,1,0,0
Granada,Real Zaragoza,Spain,1,0,0
Granada,Sevilla,Spain,7,4,0.571428571428571
Granada,Sporting Gijon,Spain,2,0,0
Granada,Valencia,Spain,5,0,0
Granada,Villarreal,Spain,3,0,0
Guingamp,AC Ajaccio,France,2,2,1
Guingamp,Angers,France,1,0,0
Guingamp,AS Monaco,France,4,0,0
Guingamp,Bastia,France,2,0,0
Guingamp,Bordeaux,France,5,1,0.2
Guingamp,Caen,France,4,1,0.25
Guingamp,Dijon FCO,France,1,0,0
Guingamp,Evian Thonon Gaillard,France,2,1,0.5
Guingamp,GFC Ajaccio,France,1,1,1
Guingamp,Lille,France,2,1,0.5
Guingamp,Lorient,France,4,1,0.25
Guingamp,Lyon,France,4,1,0.25
Guingamp,Marseille,France,3,1,0.333333333333333
Guingamp,Metz,France,1,0,0
Guingamp,Montpellier,France,6,0,0
Guingamp,Nantes,France,1,0,0
Guingamp,Nice,France,2,1,0.5
Guingamp,Paris Saint-Germain,France,2,1,0.5
Guingamp,Sochaux,France,1,1,1
Guingamp,St Etienne,France,1,0,0
Guingamp,Stade de Reims,France,4,1,0.25
Guingamp,Stade Rennes,France,1,0,0
Guingamp,Toulouse,France,4,2,0.5
Guingamp,Valenciennes,France,1,0,0
Hamburg SV,Bayer Leverkusen,Germany,5,1,0.2
Hamburg SV,Bayern Munich,Germany,5,0,0
Hamburg SV,Borussia Dortmund,Germany,7,3,0.428571428571429
Hamburg SV,Borussia Monchengladbach,Germany,5,1,0.2
Hamburg SV,Eintracht Frankfurt,Germany,5,0,0
Hamburg SV,FC Augsburg,Germany,4,1,0.25
Hamburg SV,FC Cologne,Germany,3,0,0
Hamburg SV,FC Ingolstadt 04,Germany,2,0,0
Hamburg SV,Fortuna Dusseldorf,Germany,1,1,1
Hamburg SV,Hannover 96,Germany,6,2,0.333333333333333
Hamburg SV,Hertha Berlin,Germany,1,0,0
Hamburg SV,Kaiserslautern,Germany,1,0,0
Hamburg SV,Mainz,Germany,7,2,0.285714285714286
Hamburg SV,Nurnberg,Germany,3,1,0.333333333333333
Hamburg SV,SC Freiburg,Germany,4,1,0.25
Hamburg SV,Schalke 04,Germany,6,2,0.333333333333333
Hamburg SV,SpVgg Greuther Furth,Germany,1,0,0
Hamburg SV,SV Darmstadt 98,Germany,2,0,0
Hamburg SV,TSG Hoffenheim,Germany,4,1,0.25
Hamburg SV,TSV Eintracht Braunschweig,Germany,1,0,0
Hamburg SV,VfB Stuttgart,Germany,5,2,0.4
Hamburg SV,VfL Wolfsburg,Germany,7,0,0
Hamburg SV,Werder Bremen,Germany,4,3,0.75
Hannover 96,Bayer Leverkusen,Germany,4,1,0.25
Hannover 96,Bayern Munich,Germany,4,1,0.25
Hannover 96,Borussia Dortmund,Germany,6,1,0.166666666666667
Hannover 96,Borussia Monchengladbach,Germany,5,2,0.4
Hannover 96,Eintracht Frankfurt,Germany,4,1,0.25
Hannover 96,FC Augsburg,Germany,3,2,0.666666666666667
Hannover 96,FC Cologne,Germany,2,1,0.5
Hannover 96,FC Ingolstadt 04,Germany,1,0,0
Hannover 96,Fortuna Dusseldorf,Germany,1,0,0
Hannover 96,Hamburg SV,Germany,6,3,0.5
Hannover 96,Hertha Berlin,Germany,5,0,0
Hannover 96,Kaiserslautern,Germany,2,1,0.5
Hannover 96,Mainz,Germany,5,0,0
Hannover 96,Nurnberg,Germany,4,2,0.5
Hannover 96,SC Freiburg,Germany,6,2,0.333333333333333
Hannover 96,SC Paderborn,Germany,1,0,0
Hannover 96,Schalke 04,Germany,5,1,0.2
Hannover 96,SpVgg Greuther Furth,Germany,1,1,1
Hannover 96,SV Darmstadt 98,Germany,2,0,0
Hannover 96,TSG Hoffenheim,Germany,6,1,0.166666666666667
Hannover 96,VfB Stuttgart,Germany,6,3,0.5
Hannover 96,VfL Wolfsburg,Germany,6,2,0.333333333333333
Hannover 96,Werder Bremen,Germany,7,2,0.285714285714286
Hellas Verona,AC Milan,Italy,5,2,0.4
Hellas Verona,AS Roma,Italy,4,0,0
Hellas Verona,Atalanta,Italy,4,3,0.75
Hellas Verona,Bologna,Italy,1,1,1
Hellas Verona,Cagliari,Italy,2,2,1
Hellas Verona,Carpi,Italy,1,0,0
Hellas Verona,Cesena,Italy,2,0,0
Hellas Verona,Chievo Verona,Italy,3,1,0.333333333333333
Hellas Verona,Empoli,Italy,1,1,1
Hellas Verona,Fiorentina,Italy,4,0,0
Hellas Verona,Frosinone,Italy,2,0,0
Hellas Verona,Genoa,Italy,3,0,0
Hellas Verona,Internazionale,Italy,3,0,0
Hellas Verona,Juventus,Italy,4,1,0.25
Hellas Verona,Lazio,Italy,5,1,0.2
Hellas Verona,Livorno,Italy,2,2,1
Hellas Verona,Napoli,Italy,2,0,0
Hellas Verona,Palermo,Italy,2,1,0.5
Hellas Verona,Parma,Italy,3,2,0.666666666666667
Hellas Verona,Sampdoria,Italy,3,0,0
Hellas Verona,Sassuolo,Italy,4,2,0.5
Hellas Verona,Torino,Italy,4,0,0
Hellas Verona,Udinese,Italy,4,2,0.5
Hertha Berlin,Bayer Leverkusen,Germany,7,1,0.142857142857143
Hertha Berlin,Bayern Munich,Germany,2,0,0
Hertha Berlin,Borussia Dortmund,Germany,4,2,0.5
Hertha Berlin,Borussia Monchengladbach,Germany,4,0,0
Hertha Berlin,Eintracht Frankfurt,Germany,3,0,0
Hertha Berlin,FC Augsburg,Germany,1,0,0
Hertha Berlin,FC Cologne,Germany,2,2,1
Hertha Berlin,FC Ingolstadt 04,Germany,1,1,1
Hertha Berlin,Hamburg SV,Germany,1,0,0
Hertha Berlin,Hannover 96,Germany,5,1,0.2
Hertha Berlin,Kaiserslautern,Germany,2,0,0
Hertha Berlin,Mainz,Germany,5,3,0.6
Hertha Berlin,Nurnberg,Germany,1,0,0
Hertha Berlin,SC Freiburg,Germany,4,1,0.25
Hertha Berlin,SC Paderborn,Germany,1,0,0
Hertha Berlin,Schalke 04,Germany,3,0,0
Hertha Berlin,SV Darmstadt 98,Germany,1,0,0
Hertha Berlin,TSG Hoffenheim,Germany,6,2,0.333333333333333
Hertha Berlin,VfB Stuttgart,Germany,3,3,1
Hertha Berlin,VfL Wolfsburg,Germany,6,2,0.333333333333333
Hertha Berlin,Werder Bremen,Germany,5,1,0.2
Hull,Arsenal,England,3,0,0
Hull,Aston Villa,England,2,0,0
Hull,Bournemouth,England,2,1,0.5
Hull,Burnley,England,1,0,0
Hull,Chelsea,England,1,0,0
Hull,Crystal Palace,England,1,0,0
Hull,Everton,England,3,0,0
Hull,Fulham,England,1,0,0
Hull,Leicester City,England,1,1,1
Hull,Liverpool,England,2,1,0.5
Hull,Manchester City,England,2,0,0
Hull,Manchester Utd,England,2,0,0
Hull,Newcastle,England,2,0,0
Hull,QPR,England,1,1,1
Hull,Southampton,England,2,1,0.5
Hull,Stoke City,England,1,0,0
Hull,Sunderland,England,2,1,0.5
Hull,Swansea,England,2,0,0
Hull,Tottenham,England,2,0,0
Hull,West Brom,England,3,0,0
Hull,West Ham,England,2,0,0
Internazionale,AC Milan,Italy,4,1,0.25
Internazionale,AS Roma,Italy,6,1,0.166666666666667
Internazionale,Atalanta,Italy,8,1,0.125
Internazionale,Bologna,Italy,5,2,0.4
Internazionale,Cagliari,Italy,8,2,0.25
Internazionale,Carpi,Italy,2,1,0.5
Internazionale,Catania,Italy,3,1,0.333333333333333
Internazionale,Cesena,Italy,2,1,0.5
Internazionale,Chievo Verona,Italy,4,2,0.5
Internazionale,Empoli,Italy,2,2,1
Internazionale,Fiorentina,Italy,7,4,0.571428571428571
Internazionale,Genoa,Italy,4,2,0.5
Internazionale,Hellas Verona,Italy,3,1,0.333333333333333
Internazionale,Juventus,Italy,7,2,0.285714285714286
Internazionale,Lazio,Italy,7,3,0.428571428571429
Internazionale,Lecce,Italy,1,1,1
Internazionale,Livorno,Italy,1,0,0
Internazionale,Napoli,Italy,6,1,0.166666666666667
Internazionale,Novara,Italy,1,0,0
Internazionale,Palermo,Italy,6,1,0.166666666666667
Internazionale,Parma,Italy,3,0,0
Internazionale,Sampdoria,Italy,4,2,0.5
Internazionale,Sassuolo,Italy,1,0,0
Internazionale,Siena,Italy,2,1,0.5
Internazionale,Torino,Italy,4,1,0.25
Internazionale,Udinese,Italy,6,4,0.666666666666667
Internazionale,US Pescara,Italy,1,1,1
Juventus,AC Milan,Italy,4,3,0.75
Juventus,AS Roma,Italy,5,2,0.4
Juventus,Atalanta,Italy,4,4,1
Juventus,Bologna,Italy,4,2,0.5
Juventus,Cagliari,Italy,6,3,0.5
Juventus,Carpi,Italy,1,1,1
Juventus,Catania,Italy,2,1,0.5
Juventus,Cesena,Italy,1,0,0
Juventus,Chievo Verona,Italy,6,4,0.666666666666667
Juventus,Empoli,Italy,1,1,1
Juventus,Fiorentina,Italy,7,5,0.714285714285714
Juventus,Frosinone,Italy,1,0,0
Juventus,Genoa,Italy,4,1,0.25
Juventus,Hellas Verona,Italy,4,1,0.25
Juventus,Internazionale,Italy,7,3,0.428571428571429
Juventus,Lazio,Italy,3,2,0.666666666666667
Juventus,Lecce,Italy,1,0,0
Juventus,Napoli,Italy,6,3,0.5
Juventus,Parma,Italy,3,2,0.666666666666667
Juventus,Sampdoria,Italy,6,3,0.5
Juventus,Sassuolo,Italy,3,2,0.666666666666667
Juventus,Siena,Italy,1,1,1
Juventus,Torino,Italy,5,4,0.8
Juventus,Udinese,Italy,3,3,1
Juventus,US Pescara,Italy,2,2,1
Kaiserslautern,Bayer Leverkusen,Germany,1,0,0
Kaiserslautern,Borussia Dortmund,Germany,2,0,0
Kaiserslautern,Borussia Monchengladbach,Germany,1,0,0
Kaiserslautern,FC Augsburg,Germany,1,0,0
Kaiserslautern,FC Cologne,Germany,1,0,0
Kaiserslautern,Hamburg SV,Germany,1,0,0
Kaiserslautern,Hannover 96,Germany,2,0,0
Kaiserslautern,Hertha Berlin,Germany,2,1,0.5
Kaiserslautern,Mainz,Germany,1,1,1
Kaiserslautern,Schalke 04,Germany,2,1,0.5
Kaiserslautern,TSG Hoffenheim,Germany,2,0,0
Las Palmas,Alaves,Spain,1,0,0
Las Palmas,Athletic Bilbao,Spain,2,1,0.5
Las Palmas,Barcelona,Spain,2,0,0
Las Palmas,Celta Vigo,Spain,3,1,0.333333333333333
Las Palmas,Deportivo La Coruna,Spain,2,1,0.5
Las Palmas,Granada,Spain,3,2,0.666666666666667
Las Palmas,Leganes,Spain,1,0,0
Las Palmas,Levante,Spain,1,0,0
Las Palmas,Malaga,Spain,1,0,0
Las Palmas,Osasuna,Spain,1,0,0
Las Palmas,Real Madrid,Spain,3,0,0
Las Palmas,Real Sociedad,Spain,1,0,0
Las Palmas,Sevilla,Spain,1,0,0
Las Palmas,Sporting Gijon,Spain,2,0,0
Las Palmas,Valencia,Spain,3,2,0.666666666666667
Las Palmas,Villarreal,Spain,1,0,0
Lazio,AC Milan,Italy,8,2,0.25
Lazio,AS Roma,Italy,6,2,0.333333333333333
Lazio,Atalanta,Italy,5,2,0.4
Lazio,Bologna,Italy,3,1,0.333333333333333
Lazio,Cagliari,Italy,4,4,1
Lazio,Carpi,Italy,1,1,1
Lazio,Catania,Italy,4,2,0.5
Lazio,Cesena,Italy,2,1,0.5
Lazio,Chievo Verona,Italy,4,2,0.5
Lazio,Empoli,Italy,1,0,0
Lazio,Fiorentina,Italy,2,2,1
Lazio,Genoa,Italy,4,1,0.25
Lazio,Hellas Verona,Italy,5,2,0.4
Lazio,Internazionale,Italy,7,3,0.428571428571429
Lazio,Juventus,Italy,3,0,0
Lazio,Lecce,Italy,2,1,0.5
Lazio,Napoli,Italy,6,2,0.333333333333333
Lazio,Novara,Italy,1,0,0
Lazio,Palermo,Italy,4,1,0.25
Lazio,Parma,Italy,5,3,0.6
Lazio,Sampdoria,Italy,4,1,0.25
Lazio,Sassuolo,Italy,5,3,0.6
Lazio,Siena,Italy,2,1,0.5
Lazio,Torino,Italy,5,1,0.2
Lazio,Udinese,Italy,3,2,0.666666666666667
Lecce,AC Milan,Italy,1,0,0
Lecce,AS Roma,Italy,2,1,0.5
Lecce,Atalanta,Italy,1,0,0
Lecce,Cagliari,Italy,1,1,1
Lecce,Catania,Italy,1,1,1
Lecce,Chievo Verona,Italy,1,0,0
Lecce,Genoa,Italy,1,0,0
Lecce,Internazionale,Italy,1,0,0
Lecce,Juventus,Italy,1,0,0
Lecce,Lazio,Italy,2,0,0
Lecce,Napoli,Italy,1,0,0
Lecce,Novara,Italy,1,0,0
Lecce,Palermo,Italy,1,0,0
Lecce,Parma,Italy,2,0,0
Lecce,Siena,Italy,1,1,1
Lecce,Udinese,Italy,1,0,0
Leganes,Alaves,Spain,1,0,0
Leganes,Barcelona,Spain,1,0,0
Leganes,Deportivo La Coruna,Spain,1,1,1
Leganes,Eibar,Spain,1,0,0
Leganes,Las Palmas,Spain,1,0,0
Leganes,Sevilla,Spain,1,0,0
Leganes,Sporting Gijon,Spain,1,0,0
Leganes,Valencia,Spain,1,0,0
Leicester City,Arsenal,England,4,0,0
Leicester City,Aston Villa,England,3,1,0.333333333333333
Leicester City,Bournemouth,England,1,0,0
Leicester City,Burnley,England,1,0,0
Leicester City,Chelsea,England,3,1,0.333333333333333
Leicester City,Crystal Palace,England,1,1,1
Leicester City,Everton,England,4,2,0.5
Leicester City,Hull,England,1,0,0
Leicester City,Liverpool,England,3,0,0
